Energy;Tempo en  BPM;Danceability;Playlist_genre2;Valence;Track_artist;Track_popularity;Playlist_name;Track_name;Track_album_release_date;Mode;Key;Duration_minutes;Acousticness;Playlist_subgenre2
86%;127;60%;Electronic;74%;Calvin Harris;81;EDM Hits;Summer;31/10/14;0;4;4;2%;Modern
86%;127;60%;Electronic;74%;Calvin Harris;81;Techno Bunker;Summer;31/10/14;0;4;4;2%;Techno
63%;179;47%;Electronic;16%;Alan Walker;80;EDM Hits;Faded;14/12/18;1;6;4;3%;Modern
79%;126;60%;Electronic;30%;David Guetta, Sia;80;EDM Hits;Titanium (feat. Sia);07/12/12;0;0;4;7%;Modern
77%;125;69%;Electronic;16%;Dynoro, Gigi D'Agostino;80;EDM Hits;In My Mind;08/06/18;1;6;3;18%;Modern
87%;126;87%;Electronic;73%;Matt Sassari;80;Techno Bunker;Give It To Me - Full Vocal Mix;22/10/21;0;1;2;0%;Techno
69%;118;78%;Electronic;60%;OMI, Felix Jaehn;80;EDM Hits;Cheerleader (Felix Jaehn Remix) - Radio Edit;16/10/15;1;4;3;17%;Modern
75%;117;88%;Electronic;88%;Regard;80;EDM Hits;Ride It;26/07/19;0;7;3;18%;Modern
87%;159;53%;Electronic;43%;The Chainsmokers, Daya;80;EDM Hits;Don't Let Me Down;05/02/16;1;11;3;16%;Modern
86%;128;41%;Electronic;35%;Calvin Harris, John Newman;79;EDM Hits;Blame (feat. John Newman);31/10/14;0;0;4;3%;Modern
80%;122;70%;Electronic;4%;Disclosure, Eliza Doolittle, Rivo;79;Afro House;You & Me - Rivo Remix;22/12/23;0;10;3;58%;Afro House
71%;101;66%;Electronic;71%;Mike Posner, Seeb;79;EDM Hits;I Took A Pill In Ibiza - Seeb Remix;06/05/16;0;7;3;4%;Modern
73%;127;88%;Electronic;25%;nimino;79;Techno Bunker;I Only Smoke When I Drink;22/08/24;0;11;3;33%;Techno
74%;127;58%;Electronic;61%;Avicii;78;EDM Hits;Waiting For Love;02/10/15;0;6;4;31%;Modern
78%;130;73%;Electronic;58%;Jennifer Lopez, Pitbull;78;EDM Hits;On The Floor;29/04/11;0;3;5;11%;Modern
82%;123;64%;Electronic;64%;Robin Schulz, Francesco Yates;78;EDM Hits;Sugar (feat. Francesco Yates);25/09/15;0;5;4;2%;Modern
74%;123;65%;Electronic;57%;Axwell /\ Ingrosso;77;EDM Hits;More Than You Know;28/07/17;0;5;3;3%;Modern
93%;123;63%;Electronic;47%;Calvin Harris, Rihanna;77;EDM Hits;This Is What You Came For;29/04/16;0;9;4;20%;Modern
81%;116;79%;Electronic;86%;Daft Punk, Pharrell Williams, Nile Rodgers;77;EDM Hits;Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers];19/04/13;0;6;4;4%;Modern
81%;125;51%;Electronic;36%;David Guetta, Alesso, Madison Love;77;Techno Bunker;Never Going Home Tonight (feat. Madison Love);06/09/24;1;5;3;28%;Techno
66%;129;56%;Electronic;39%;David Guetta, Alphaville, Ava Max;77;Techno Bunker;Forever Young;18/10/24;1;0;3;21%;Techno
86%;127;61%;Electronic;44%;Flo Rida, Sia;77;EDM Hits;Wild Ones (feat. Sia);22/06/12;0;5;4;10%;Modern
80%;121;85%;Electronic;42%;Imanbek, BYOR;77;Techno Bunker;Belly Dancer;18/02/22;1;1;3;6%;Techno
45%;114;67%;Electronic;33%;Indila;77;French Touch;Derni√®re danse;01/01/14;0;0;4;18%;French
52%;133;50%;Electronic;17%;Martin Garrix, Bebe Rexha;77;EDM Hits;In the Name of Love;29/07/16;0;4;3;11%;Modern
86%;128;76%;Electronic;62%;Mr. Belt & Wezol;77;Techno Bunker;It's Not Right But It's Okay;23/02/24;0;5;3;1%;Techno
82%;125;69%;Electronic;89%;Alok, Ella Eyre, Kenny Dope, Never Dull;76;Techno Bunker;Deep Down (feat. Never Dull);17/06/22;1;0;3;1%;Techno
92%;126;54%;Electronic;51%;Calvin Harris, Alesso, Hurts;76;EDM Hits;Under Control (feat. Hurts);31/10/14;1;8;3;13%;Modern
87%;127;62%;Electronic;47%;Flo Rida, David Guetta;76;EDM Hits;Club Can't Handle Me (feat. David Guetta);24/11/10;1;0;4;3%;Modern
69%;125;85%;Electronic;69%;James Hype, Miggy Dela Rosa;76;Techno Bunker;Ferrari;01/04/22;0;1;3;1%;Techno
72%;121;79%;Electronic;47%;Kungs, Cookin' On 3 Burners;76;EDM Hits;This Girl (Kungs Vs. Cookin' On 3 Burners);04/11/16;0;0;3;9%;Modern
72%;121;79%;Electronic;47%;Kungs, Cookin' On 3 Burners;76;Tropical House;This Girl (Kungs Vs. Cookin' On 3 Burners);04/11/16;0;0;3;9%;Tropical
78%;108;58%;Electronic;59%;Kygo, Ava Max;76;Tropical House;Whatever;19/01/24;1;3;3;10%;Tropical
78%;108;58%;Electronic;59%;Kygo, Ava Max;76;Techno Bunker;Whatever;19/01/24;1;3;3;10%;Techno
69%;130;77%;Electronic;50%;will.i.am, Britney Spears;76;EDM Hits;Scream & Shout;01/01/13;1;5;5;2%;Modern
74%;119;72%;Electronic;36%;Aaron Smith, Krono, Luvli;75;EDM Hits;Dancin (feat. Luvli) - Krono Remix;07/11/14;0;10;3;10%;Modern
72%;121;59%;Electronic;47%;Bakermat;75;Techno Bunker;Baian√°;09/10/20;0;2;3;0%;Techno
90%;101;67%;Electronic;40%;Gabry Ponte, LUM!X, Prezioso;75;Techno Bunker;Thunder;07/05/21;1;1;3;3%;Techno
58%;119;80%;Electronic;21%;MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesi°ria Evora;75;Afro House;Yamore;07/06/24;0;1;4;0%;Afro House
51%;119;83%;Electronic;45%;Mr. Probz, Robin Schulz;75;EDM Hits;Waves - Robin Schulz Radio Edit;07/02/14;0;5;3;1%;Modern
88%;129;67%;Electronic;96%;Peggy Gou;75;Techno Bunker;(It Goes Like) Nanana - Edit;15/06/23;0;7;4;12%;Techno
77%;127;74%;Electronic;60%;Rihanna, Calvin Harris;75;EDM Hits;We Found Love;19/11/11;1;1;4;3%;Modern
59%;119;79%;Electronic;72%;Stromae;75;EDM Hits;Alors on danse - Radio Edit;01/01/10;0;1;3;10%;Modern
59%;119;79%;Electronic;72%;Stromae;75;French Touch;Alors on danse - Radio Edit;01/01/10;0;1;3;10%;French
63%;118;79%;Electronic;91%;Carbonne;74;French Touch;Imagine;03/05/24;0;0;3;69%;French
64%;141;53%;Electronic;9%;Clams Casino, Imogen Heap;74;Vaporwave Essentials;I'm God;24/04/20;1;2;5;7%;Vaporwave
70%;122;61%;Electronic;48%;Daft Punk;74;EDM Hits;One More Time;12/03/01;1;2;5;2%;Modern
79%;870;55%;Electronic;41%;Ella Henderson, Rudimental;74;Techno Bunker;Alibi (feat. Rudimental);12/01/24;0;0;3;19%;Techno
81%;126;51%;Electronic;38%;Galantis;74;EDM Hits;Runaway (U & I);05/06/15;1;1;4;1%;Modern
85%;119;78%;Electronic;60%;GIMS;74;French Touch;Est-ce que tu m'aimes ? - Pilule bleue;28/08/15;1;2;4;24%;French
26%;959;38%;Electronic;33%;Indila;74;French Touch;Love Story;01/01/14;0;10;5;82%;French
89%;120;66%;Electronic;78%;IVE, David Guetta;74;Techno Bunker;Supernova Love;08/11/24;0;10;3;7%;Techno
86%;117;73%;Electronic;70%;Jonas Blue, JP Cooper;74;EDM Hits;Perfect Strangers;09/11/18;1;1;3;39%;Modern
63%;113;70%;Electronic;41%;Kygo, Conrad Sewell;74;EDM Hits;Firestone;13/05/16;0;11;5;39%;Modern
99%;126;62%;Electronic;3%;Shouse, David Guetta;74;EDM Hits;Love Tonight (David Guetta Remix Edit);11/06/21;0;10;3;2%;Modern
64%;120;85%;Electronic;5%;Zerb, Sofiya Nzau;74;Techno Bunker;Mwaki;27/10/23;0;7;3;20%;Techno
64%;120;85%;Electronic;5%;Zerb, Sofiya Nzau;74;Afro House;Mwaki;27/10/23;0;7;3;20%;Afro House
46%;121;78%;Electronic;50%;Alok, Zeeba, Bruno Martini;73;EDM Hits;Hear Me Now;21/10/16;1;11;3;55%;Modern
73%;859;60%;Electronic;53%;David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj;73;EDM Hits;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);10/11/14;1;9;3;24%;Modern
70%;104;58%;Electronic;22%;DJ Snake, Bipolar Sunshine;73;EDM Hits;Middle;05/08/16;1;9;4;1%;Modern
57%;117;78%;Electronic;46%;Felix Jaehn, Jasmine Thompson;73;EDM Hits;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);16/02/18;0;2;3;67%;Modern
86%;128;50%;Electronic;47%;Guru Josh Project, Klaas;73;EDM Hits;Infinity 2008 - Klaas Vocal Edit;07/05/08;0;7;3;0%;Modern
87%;910;53%;Electronic;36%;Kavinsky;73;Vaporwave Essentials;Nightcall;02/07/05;0;9;4;1%;Vaporwave
65%;117;58%;Electronic;26%;Kronan, Nyaruach, Bakermat;73;Techno Bunker;Gatluak - Bakermat Remix;23/07/21;0;11;2;8%;Techno
79%;123;62%;Electronic;78%;Nathan Dawe, Ella Henderson;73;Techno Bunker;21 Reasons (feat. Ella Henderson);29/04/22;1;6;3;2%;Techno
86%;119;56%;Electronic;43%;Olly Alexander (Years & Years);73;EDM Hits;King;10/07/15;0;4;4;6%;Modern
91%;130;53%;Electronic;14%;Pastel Ghost;73;Vaporwave Essentials;Dark Beach;10/03/15;0;9;4;35%;Vaporwave
68%;101;80%;Electronic;43%;SativaMusic, Morad, GIMS;73;French Touch;Seya;06/10/23;0;10;3;22%;French
77%;112;67%;Electronic;33%;Surf Mesa, Emilee;73;EDM Hits;ily (i love you baby) (feat. Emilee);26/11/19;0;11;3;7%;Modern
62%;102;69%;Electronic;54%;Zedd, Alessia Cara;73;EDM Hits;Stay;23/02/17;0;5;4;25%;Modern
78%;128;51%;Electronic;18%;Zedd, Foxes;73;EDM Hits;Clarity;01/01/12;1;8;5;4%;Modern
59%;120;80%;Electronic;55%;Clean Bandit, Jess Glynne;72;EDM Hits;Rather Be (feat. Jess Glynne);02/06/14;1;11;4;16%;Modern
82%;125;85%;Electronic;25%;iñwnboss, Sevek;72;Techno Bunker;Move Your Body;29/10/21;0;2;3;2%;Techno
81%;126;57%;Electronic;11%;Lana Del Rey, Cedric Gervais;72;EDM Hits;Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;01/02/13;0;1;4;2%;Modern
94%;120;76%;Electronic;4%;Lavern;72;Tropical House;Hold Me;31/03/23;0;9;2;59%;Tropical
94%;120;76%;Electronic;4%;Lavern;72;Deep House Relax;Hold Me;31/03/23;0;9;2;59%;Deep House
84%;129;71%;Electronic;87%;LAVINIA, Ely Oaks;72;Techno Bunker;K.O.;09/08/24;0;5;2;6%;Techno
74%;130;75%;Electronic;36%;LMFAO, Lauren Bennett, GoonRock;72;EDM Hits;Party Rock Anthem;01/01/11;0;5;4;2%;Modern
72%;113;55%;Electronic;86%;Macabre Plaza;72;Vaporwave Essentials;A Bird's Last Look;21/04/22;1;2;12;3%;Vaporwave
86%;750;61%;Electronic;30%;Niklas Dee, Renie Miller;72;Techno Bunker;Around The World;02/08/24;0;10;2;47%;Techno
78%;119;75%;Electronic;81%;Taio Cruz;72;EDM Hits;Dynamite;01/01/10;1;4;3;0%;Modern
62%;120;80%;Electronic;24%;Tii´sto;72;EDM Hits;The Business;16/09/20;0;8;3;41%;Modern
72%;122;79%;Electronic;66%;Topic, A7S;72;EDM Hits;Breaking Me;19/12/19;0;8;3;22%;Modern
59%;129;85%;Electronic;83%;BLOND:ISH, Stevie Appleton;71;Techno Bunker;Never Walk Alone;02/08/24;0;6;3;5%;Techno
80%;121;96%;Electronic;84%;Daft Punk;71;EDM Hits;Around the World;17/01/97;1;7;7;0%;Modern
92%;130;69%;Electronic;80%;David Guetta, Ne-Yo, Akon;71;EDM Hits;Play Hard (feat. Ne-Yo & Akon);07/12/12;0;8;3;17%;Modern
82%;140;78%;Electronic;44%;Hannah Laing, RoRo;71;Techno Bunker;Good Love;12/05/23;1;1;3;14%;Techno
95%;120;54%;Electronic;23%;HUGEL, Diplo, Malou, Yuna;71;Afro House;Forever (feat. Malou & Yuna);20/09/24;0;9;2;3%;Afro House
91%;125;71%;Electronic;82%;Icona Pop, Charli xcx;71;EDM Hits;I Love It (feat. Charli XCX);27/08/13;1;8;3;1%;Modern
78%;127;76%;Electronic;50%;Jax Jones, MNEK;71;Techno Bunker;Where Did You Go? (feat. MNEK);04/02/22;0;7;3;18%;Techno
58%;126;79%;Electronic;97%;Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa;71;French Touch;Petit g√©nie;04/08/23;0;1;4;11%;French
83%;132;80%;Electronic;72%;Soolking, Gazo;71;French Touch;Casanova;06/07/23;0;7;3;70%;French
80%;100;71%;Electronic;34%;The Chainsmokers, ROZES;71;EDM Hits;Roses;16/06/15;1;4;4;4%;Modern
80%;100;71%;Electronic;34%;The Chainsmokers, ROZES;71;Future Bass;Roses;16/06/15;1;4;4;4%;Future Bass
57%;115;77%;Electronic;53%;Tiakola, Genezio, Prototype;71;French Touch;PONA NINI;20/09/24;0;6;4;24%;French
71%;130;87%;Electronic;31%;Tiakola, Ryflo, Oskoow;71;French Touch;MANON B;29/08/24;1;10;3;34%;French
84%;113;73%;Electronic;29%;TWOPILOTS;71;Tropical House;Riptide;21/04/22;1;8;3;16%;Tropical
15%;820;49%;Electronic;11%;.diedlonely, ienouement;70;Vaporwave Essentials;stellar;23/06/23;0;8;17;89%;Vaporwave
75%;125;50%;Electronic;36%;Alesso, Tove Lo;70;EDM Hits;Heroes (we could be);22/05/15;1;5;4;3%;Modern
83%;129;55%;Electronic;15%;Armin van Buuren, Trevor Guthrie;70;EDM Hits;This Is What It Feels Like;03/05/13;1;8;3;4%;Modern
82%;128;88%;Electronic;60%;AronChupa, Little Sis Nora;70;EDM Hits;I'm an Albatraoz;08/08/14;1;0;3;60%;Modern
69%;106;61%;Electronic;12%;Daft Punk;70;Vaporwave Essentials;Veridis Quo;12/03/01;0;9;6;48%;Vaporwave
91%;123;61%;Electronic;84%;Desireless;70;French Touch;Voyage voyage;02/01/01;0;8;4;25%;French
39%;750;60%;Electronic;26%;Disclosure, Eliza Doolittle, Flume;70;EDM Hits;You & Me - Flume Remix;03/06/13;0;10;5;38%;Modern
39%;750;60%;Electronic;26%;Disclosure, Eliza Doolittle, Flume;70;Future Bass;You & Me - Flume Remix;03/06/13;0;10;5;38%;Future Bass
87%;124;75%;Electronic;68%;Fred again.., Obongjayar;70;Techno Bunker;adore u;11/08/23;1;0;4;58%;Techno
57%;121;66%;Electronic;49%;Gordo, Drake;70;Afro House;Sideways;26/07/24;0;5;4;53%;Afro House
79%;122;57%;Electronic;59%;Kygo, Zak Abel, Nile Rodgers;70;Tropical House;For Life (feat. Nile Rodgers);19/04/24;1;1;3;5%;Tropical
8%;672;25%;Electronic;4%;leadwave;70;Vaporwave Essentials;memories;23/09/22;1;5;14;95%;Vaporwave
81%;116;73%;Electronic;25%;Stromae;70;French Touch;Papaoutai;01/01/13;0;10;4;3%;French
63%;705;51%;Electronic;50%;Stromae;70;French Touch;Formidable;01/01/13;0;4;4;10%;French
72%;123;79%;Electronic;58%;Wakyin, Carlos Vives;70;Afro House;Beso (Fruta Fresca);13/12/23;0;10;3;5%;Afro House
87%;122;43%;Electronic;14%;Alex Wann, Route 94, Jess Glynne;69;Afro House;My Love (2024);30/08/24;1;1;3;12%;Afro House
86%;130;65%;Electronic;81%;Gabry Ponte, Sean Paul, NATTI NATASHA;69;Techno Bunker;Born To Love Ya;04/10/24;0;7;3;9%;Techno
94%;123;65%;Electronic;67%;Jain, Ian Asher;69;Techno Bunker;Makeba - Ian Asher Remix;13/01/23;1;7;2;24%;Techno
90%;124;69%;Electronic;58%;Jax Jones, Calum Scott;69;Techno Bunker;Whistle (feat. Calum Scott);10/02/23;0;10;3;15%;Techno
86%;117;53%;Electronic;60%;Pastel Ghost;69;Vaporwave Essentials;Iris;07/07/05;0;8;4;0%;Vaporwave
83%;120;81%;Electronic;47%;RAFFA GUIDO;69;Afro House;Famax - Edit;23/02/24;1;1;4;1%;Afro House
71%;127;63%;Electronic;41%;Robin Schulz, CYRIL, Sam Martin;69;Techno Bunker;World Gone Wild (feat. Sam Martin);11/10/24;1;7;2;1%;Techno
71%;130;87%;Electronic;31%;Tiakola, Ryflo, Oskoow;69;French Touch;MANON B;20/09/24;1;10;3;34%;French
89%;123;67%;Electronic;41%;Tii´sto, Soaky Siren;69;Techno Bunker;Tantalizing;08/11/24;0;10;2;0%;Techno
78%;119;73%;Electronic;66%;Adam Port, Stryv, Keinemusik, Orso, Malachiii;68;Afro House;Move;07/06/24;0;8;3;6%;Afro House
88%;130;59%;Electronic;52%;Alok, Bebe Rexha;68;Techno Bunker;Deep In Your Love;12/01/24;1;7;2;2%;Techno
80%;979;81%;Electronic;54%;Aya Nakamura;68;French Touch;Djadja;02/11/18;1;5;3;6%;French
95%;749;77%;Electronic;40%;Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend;68;Techno Bunker;2 Times;04/10/24;0;9;3;6%;Techno
75%;170;56%;Electronic;46%;Home;68;Vaporwave Essentials;Resonance;01/07/14;1;8;4;4%;Vaporwave
88%;123;74%;Electronic;36%;James Mac, Vall, Rosalie;68;Afro House;The Boy Is Mine;23/06/23;0;1;3;8%;Afro House
61%;123;57%;Electronic;31%;Kygo, Sandro Cavazza;68;Techno Bunker;Hold On Me;15/11/24;0;10;3;8%;Techno
69%;127;61%;Electronic;21%;Lost Frequencies;68;Techno Bunker;Love Is The Only Thing;08/11/24;0;5;3;6%;Techno
95%;141;63%;Electronic;42%;Marshmello;68;Future Bass;Alone;13/05/16;1;2;5;2%;Future Bass
80%;119;72%;Electronic;93%;Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea;68;Techno Bunker;Honey Boy (feat. Nile Rodgers & Shenseea);03/05/24;0;5;4;1%;Techno
64%;109;70%;Electronic;65%;Stromae;68;French Touch;Tous les mmes;01/01/13;0;5;4;22%;French
83%;126;79%;Electronic;67%;The Blessed Madonna, Clementine Douglas;68;Techno Bunker;Happier (feat. Clementine Douglas);02/02/24;1;0;3;0%;Techno
72%;117;75%;Electronic;60%;Werenoi;68;French Touch;Solitaire;28/10/22;0;1;2;15%;French
81%;155;53%;Electronic;74%;Zaz;68;French Touch;Je veux;10/05/10;0;2;4;25%;French
41%;949;49%;Folk;27%;Gigi Perez;93;Indie Folk;Sailor Song;26/07/24;1;11;4;68%;Indie
50%;117;66%;Folk;80%;Noah Kahan;87;Indie Folk;Stick Season;14/10/22;1;9;3;80%;Indie
73%;101;48%;Folk;48%;Vance Joy;85;Indie Folk;Riptide;05/08/14;1;1;3;44%;Indie
55%;148;53%;Folk;44%;Michael Marcagi;84;Indie Folk;Scared To Start;12/01/24;1;7;3;38%;Indie
22%;791;56%;Folk;50%;Richy Mitch & The Coal Miners;84;Indie Folk;Evergreen;17/05/17;1;3;15;56%;Indie
19%;132;30%;Folk;21%;Patrick Watson;83;Indie Folk;Je te laisserai des mots;10/09/10;1;2;3;99%;Indie
22%;129;70%;Folk;20%;Chance Pei±a;79;Indie Folk;i am not who i was;13/09/24;1;0;2;70%;Indie
29%;839;39%;Folk;51%;Adrianne Lenker;77;Indie Folk;anything;23/10/20;1;3;3;77%;Indie
36%;121;53%;Folk;26%;Hozier;77;Indie Folk;Work Song;19/09/14;1;10;4;75%;Indie
51%;123;65%;Folk;83%;America, George Martin;76;American Folk;A Horse with No Name;25/05/05;0;11;4;69%;American
19%;110;60%;Folk;47%;Gregory Alan Isakov;76;Indie Folk;Big Black Car;01/01/09;1;3;4;91%;Indie
53%;130;65%;Folk;35%;Yaelokre;76;Nordic Folk;Harpy Hare;04/01/24;1;2;3;64%;Nordic
31%;827;58%;Folk;47%;Colter Wall;74;American Folk;Sleeping on the Blacktop;02/06/15;0;2;3;82%;American
64%;144;49%;Folk;18%;Mt. Joy;74;Indie Folk;Silver Lining;02/03/18;1;0;3;0%;Indie
56%;115;60%;Folk;23%;The Lumineers;74;Indie Folk;Stubborn Love;03/04/12;1;0;5;61%;Indie
49%;959;75%;Folk;55%;Myles Smith;73;Indie Folk;My Home;13/10/23;1;11;3;35%;Indie
44%;122;59%;Folk;37%;Myles Smith;73;Indie Folk;Solo;15/11/23;1;0;3;72%;Indie
38%;120;66%;Folk;21%;Noah Kahan;73;Indie Folk;Orange Juice;14/10/22;1;9;5;48%;Indie
33%;950;61%;Folk;56%;Ocie Elliott;73;Indie Folk;Down by the Water;19/10/18;1;4;3;93%;Indie
33%;950;61%;Folk;56%;Ocie Elliott;73;American Folk;Down by the Water;19/10/18;1;4;3;93%;American
25%;140;47%;Folk;26%;Bon Iver;72;Indie Folk;S P E Y S I D E;20/09/24;1;7;3;91%;Indie
12%;148;26%;Folk;7%;The Cinematic Orchestra, Patrick Watson;72;Indie Folk;To Build A Home;07/05/07;1;9;6;89%;Indie
53%;130;69%;Folk;81%;Jim Croce;71;American Folk;Operator (That's Not the Way It Feels);01/04/72;1;7;4;57%;American
73%;940;66%;Folk;38%;Mark Ambor;71;Indie Folk;Good To Be;16/08/24;1;4;2;58%;Indie
40%;171;54%;Folk;83%;Neil Young;71;American Folk;Heart of Gold;01/02/72;0;4;3;20%;American
32%;141;73%;Folk;39%;Wild Rivers;71;Indie Folk;Thinking 'Bout Love;01/05/20;1;5;3;48%;Indie
32%;127;63%;Folk;45%;Colter Wall;70;American Folk;The Devil Wears a Suit and Tie;02/06/15;0;6;4;78%;American
62%;170;51%;Folk;41%;Noah Kahan;70;Indie Folk;Homesick;14/10/22;1;6;3;3%;Indie
47%;157;41%;Folk;38%;Bon Iver;69;Indie Folk;THINGS BEHIND THINGS BEHIND THINGS;18/10/24;1;9;3;73%;Indie
45%;108;41%;Folk;10%;Chance Pei±a;69;Indie Folk;The Mountain Is You;13/09/24;1;0;3;59%;Indie
31%;128;68%;Folk;79%;Jim Croce;69;American Folk;Walkin‚Äô Back to Georgia;01/04/72;0;6;3;82%;American
86%;999;64%;Folk;71%;Vance Joy;69;Indie Folk;Saturday Sun;23/02/18;1;8;4;48%;Indie
42%;870;65%;Folk;65%;Henrik;68;Indie Folk;Turn out fine;27/10/23;1;11;2;45%;Indie
59%;157;52%;Gaming;54%;Lady Gaga, Bruno Mars;100;Top Gaming Tracks;Die With A Smile;16/08/24;0;6;4;31%;Modern
51%;104;75%;Gaming;44%;Billie Eilish;97;Top Gaming Tracks;BIRDS OF A FEATHER;17/05/24;1;2;4;20%;Modern
58%;116;70%;Gaming;79%;Chappell Roan;94;Top Gaming Tracks;Good Luck, Babe!;05/04/24;0;11;4;5%;Modern
76%;103;70%;Gaming;69%;Sabrina Carpenter;90;Top Gaming Tracks;Espresso;12/04/24;1;0;3;11%;Modern
60%;159;56%;Gaming;24%;Teddy Swims;89;Top Gaming Tracks;Lose Control;15/09/23;1;9;4;20%;Modern
76%;139;74%;Gaming;96%;Chappell Roan;88;Top Gaming Tracks;HOT TO GO!;22/09/23;1;6;3;2%;Modern
47%;101;90%;Gaming;21%;Kendrick Lamar;88;Top Gaming Tracks;Not Like Us;04/05/24;1;1;5;1%;Modern
60%;123;64%;Gaming;33%;Myles Smith;88;Top Gaming Tracks;Stargazing;10/05/24;0;1;3;25%;Modern
59%;107;67%;Gaming;58%;Sabrina Carpenter;88;Top Gaming Tracks;Please Please Please;06/06/24;1;9;3;27%;Modern
88%;148;57%;Gaming;20%;Travis Scott, Playboi Carti;88;Top Gaming Tracks;FE!N (feat. Playboi Carti);28/07/23;0;3;3;3%;Modern
58%;181;43%;Gaming;54%;Benson Boone;87;Top Gaming Tracks;Slow It Down;05/04/24;1;8;3;17%;Modern
78%;119;73%;Gaming;66%;Adam Port, Stryv, Keinemusik, Orso, Malachiii;86;Top Gaming Tracks;Move;07/06/24;0;8;3;6%;Modern
71%;810;72%;Gaming;60%;Shaboozey;86;Top Gaming Tracks;A Bar Song (Tipsy);12/04/24;1;9;3;6%;Modern
47%;105;47%;Gaming;22%;Benson Boone;85;Top Gaming Tracks;Beautiful Things;18/01/24;1;10;3;15%;Modern
67%;130;78%;Gaming;62%;Charli xcx, Billie Eilish;85;Top Gaming Tracks;Guess featuring billie eilish;01/08/24;1;7;2;1%;Modern
54%;132;57%;Gaming;22%;d4vd;85;Top Gaming Tracks;Romantic Homicide;20/07/22;1;6;2;45%;Modern
97%;128;56%;Gaming;30%;David Guetta, Bebe Rexha;85;Top Gaming Tracks;I'm Good (Blue);26/08/22;0;7;3;0%;Modern
75%;180;46%;Gaming;26%;Hanumankind, Kalmi;85;Top Gaming Tracks;Big Dawgs;09/07/24;0;4;3;2%;Modern
85%;140;48%;Gaming;31%;LISA, ROSALiA;85;Top Gaming Tracks;New Woman (feat. ROSAL√çA);15/08/24;1;7;3;9%;Modern
95%;151;60%;Gaming;75%;Artemas;84;Top Gaming Tracks;i like the way you kiss me;19/03/24;1;11;2;0%;Modern
55%;144;64%;Gaming;11%;Future, Metro Boomin, Travis Scott, Playboi Carti;84;Top Gaming Tracks;Type Shit;22/03/24;1;2;4;2%;Modern
45%;139;92%;Gaming;29%;Gunna;84;Top Gaming Tracks;one of wun;10/05/24;0;10;2;9%;Modern
64%;179;75%;Gaming;23%;Lil Tecca;84;Top Gaming Tracks;Ransom;30/08/19;0;7;2;2%;Modern
83%;139;48%;Gaming;51%;Odetari;84;Top Gaming Tracks;KEEP UP;17/07/24;0;10;2;2%;Modern
86%;127;64%;Gaming;73%;Post Malone, Morgan Wallen;84;Top Gaming Tracks;I Had Some Help (Feat. Morgan Wallen);10/05/24;1;7;3;1%;Modern
96%;126;80%;Gaming;96%;Charli xcx;83;Top Gaming Tracks;Apple;07/06/24;1;0;3;13%;Modern
68%;162;81%;Gaming;31%;Future, Metro Boomin, Kendrick Lamar;83;Top Gaming Tracks;Like That;22/03/24;0;11;4;1%;Modern
79%;119;70%;Gaming;31%;HUGEL, Topic, Arash, Daecolm;83;Top Gaming Tracks;I Adore You (feat. Daecolm);19/07/24;0;11;4;1%;Modern
62%;126;85%;Gaming;32%;Lost Frequencies, Tom Odell;83;Top Gaming Tracks;Black Friday (pretty like the sun);19/07/24;1;6;2;63%;Modern
75%;129;70%;Gaming;22%;Taylor Swift;83;Top Gaming Tracks;I Can Do It With a Broken Heart;18/04/24;1;0;4;12%;Modern
64%;833;46%;Gaming;34%;Future, Drake, Tems;82;Top Gaming Tracks;WAIT FOR U (feat. Drake & Tems);29/04/22;1;1;3;31%;Modern
62%;130;85%;Gaming;22%;Gunna;82;Top Gaming Tracks;fukumean;16/06/23;0;1;2;12%;Modern
73%;130;89%;Gaming;93%;Gunna;82;Top Gaming Tracks;on one tonight;10/05/24;0;4;15;38%;Modern
67%;909;65%;Gaming;64%;Mark Ambor;82;Top Gaming Tracks;Belong Together;16/02/24;1;2;2;49%;Modern
79%;100;69%;Gaming;67%;Marshmello, Bastille;82;Top Gaming Tracks;Happier;17/08/18;1;5;4;19%;Modern
52%;899;76%;Gaming;93%;Post Malone, Swae Lee;82;Top Gaming Tracks;Sunflower - Spider-Man: Into the Spider-Verse;06/09/19;1;2;3;53%;Modern
46%;146;59%;Gaming;23%;XXXTENTACION;82;Top Gaming Tracks;Hope;16/03/18;0;9;2;66%;Modern
73%;172;63%;Gaming;24%;21 Savage;81;Top Gaming Tracks;redrum;12/01/24;1;2;5;1%;Modern
65%;115;65%;Gaming;30%;Ariana Grande;81;Top Gaming Tracks;we can't be friends (wait for your love);08/03/24;1;5;4;6%;Modern
